title,organization,rating,review_count,difficulty,course_type,duration,skills,url,is_free,course_id
ibm data science,IBM,4.615297066031598,144446,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,exploratory data analysis data wrangling dashboard data visualization software data visualization sql unsupervised learning plotly interactive data visualization data transformation supervised learning jupyter data analysis data cleansing data manipulation data literacy data mining matplotlib generative ai professional networking,/professional-certificates/ibm-data-science,False,s12n~dwzq23ZLEei12goo904QNg
ibm data analyst,IBM,4.634533442368939,92936,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,exploratory data analysis data storytelling data wrangling dashboard data visualization software plotly data visualization sql generative ai interactive data visualization data transformation data analysis data cleansing jupyter big data ibm cognos analytics excel formula python programming professional networking microsoft excel,/professional-certificates/ibm-data-analyst,False,s12n~7qRy6fOWEeqIvgrCa-MVgQ
ibm generative ai engineering,IBM,4.644188591542938,88636,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,exploratory data analysis prompt engineering data wrangling large language modeling unsupervised learning pytorch machine learning library generative ai chatgpt kera neural network library data transformation flask web framework supervised learning data analysis data cleansing data manipulation unit testing deep learning jupyter regression analysis data importexport,/professional-certificates/ibm-generative-ai-engineering,False,s12n~FKdStbCPR16Ga6G64hBdFg
ibm ai developer,IBM,4.6413529610068505,71192,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,prompt engineering software development life cycle large language modeling software architecture chatgpt development environment flask web framework generative ai cascading style sheet cs unit testing jupyter bootstrap frontend framework software design software development tool software engineering responsive web design python programming engineering software machine learning data science,/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,False,s12n~WvWoOoMoEembCA7TjU2XTA
ai healthcare,Stanford University,4.720323325635106,2165,Beginner,Specialization,THREE_TO_SIX_MONTHS,feature engineering healthcare ethic pharmaceutical data ethic clinical research health system healthcare industry knowledge medical record unstructured data health care patient evaluation health informatics data mining clinical data management statistical machine learning applied machine learning electronic medical record machine learning artificial intelligence health technology,/specializations/ai-healthcare,False,s12n~68fXxAJgEeqJHxKP6A-i8w
data science foundation,"University of London, IBM, IBM",4.62096941831378,113532,Beginner,Specialization,THREE_TO_SIX_MONTHS,dashboard pseudocode jupyter algorithm data literacy data mining panda python package data visualization software correlation analysis web scraping numpy python programming probability statistic predictive modeling computer programming tool data science machine learning algorithm unsupervised learning machine learning project management,/specializations/data-science-foundations,False,s12n~peHrosLQQY6iMw-W3HCQzg
ibm full stack software developer,IBM,4.601036936389317,55934,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,prompt engineering istio software development life cycle nodejs kubernetes cloud computing architecture server side application deployment react redux cloud service django web framework software architecture objectrelational mapping git version control system flask web framework fullstack web development cascading style sheet cs cloud computing jupyter engineering software,/professional-certificates/ibm-full-stack-cloud-developer,False,s12n~PaymLStoEeuBuBIWkmAWww
ibm ai product manager,"IBM, SkillUp EdTech",4.698552081832592,27764,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,prompt engineering generative ai new product development product management product lifecycle management product development innovation product roadmaps chatgpt product planning commercialization artificial intelligence product strategy project management life cycle openai stakeholder engagement stakeholder management competitive analysis product testing business development,/professional-certificates/ibm-ai-product-manager,False,s12n~dVxvpVBzSI2qpyGsH77oMQ
ibm devops software engineering,IBM,4.625670283283317,60646,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,user story cicd istio open web application security project owasp software development life cycle continuous integration linux command kubernetes cloud computing architecture application deployment test driven development tdd gherkin scripting language jenkins git version control system flask web framework devops jupyter grafana software engineering application development,/professional-certificates/devops-and-software-engineering,False,s12n~kxXLY1kfEey5Tg6Gr7s2bQ
business foundation,University of Pennsylvania,4.705890810180688,25735,Beginner,Specialization,THREE_TO_SIX_MONTHS,operation management return investment operational efficiency financial_statement financial statement analysis finance human capital go market strategy process analysis branding process management people management financial reporting capital budgeting financial accounting financial modeling marketing marketing planning peer review corporate finance,/specializations/wharton-business-foundations,False,s12n~AQ719YHLEeWWVhJkLv2LYQ
data science fundamental python sql,IBM,4.564620012754044,72134,Beginner,Specialization,THREE_TO_SIX_MONTHS,dashboard sql descriptive statistic jupyter statistical analysis data analysis probability distribution panda python package data visualization software statistic data visualization statistical hypothesis testing database regression analysis stored procedure python programming data science data structure computer programming tool data analysis software,/specializations/data-science-fundamentals-python-sql,False,s12n~kuGzQBrlEeuKTA7v2iL8uQ
ibm backend development,IBM,4.604353460494875,49386,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,istio open web application security project owasp software development life cycle linux command kubernetes application deployment nosql bash scripting language mongodb shell script django web framework software architecture objectrelational mapping development environment git version control system flask web framework jupyter grafana microservices python programming,/professional-certificates/ibm-backend-development,False,s12n~PfbRUmwSEe25uA4dnx38NQ
microsoft power bi data analyst,Microsoft,4.6402871065455,7593,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,power bi microsoft excel data analysis data visualization data storage data collection data quality business intelligence microsoft power platform advanced analytics database design statistical reporting statistical visualization analytical skill data integration business reporting data storage technology sql microsoft sql server data security,/professional-certificates/microsoft-power-bi-data-analyst,False,s12n~nF9rQ0oBQhy5Bfv-kRFZjg
introduction data science,IBM,4.633733183180164,99454,Beginner,Specialization,THREE_TO_SIX_MONTHS,sql jupyter data literacy data mining peer review data modeling database stored procedure relational database database design query language data science database management big data computer programming tool data analysis software data cleansing software development tool cloud computing python programming,/specializations/introduction-data-science,False,s12n~_Fk2Gi3cEeiHghIydZ_0lA
ibm data analytics excel r,IBM,4.73211171096346,28896,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,data storytelling interactive data visualization data visualization software data visualization shiny r package data wrangling exploratory data analysis relational database big data ggplot database design data analysis ibm cognos analytics data presentation data mining dashboard excel formula data manipulation web scraping microsoft excel,/professional-certificates/ibm-data-analyst-r-excel,False,s12n~QQGg65luEeugtw5wj3v7iQ
applied data science,IBM,4.587889842875083,58934,Beginner,Specialization,THREE_TO_SIX_MONTHS,exploratory data analysis data wrangling dashboard data visualization software plotly data visualization interactive data visualization data transformation data analysis data cleansing data manipulation jupyter matplotlib data importexport panda python package predictive modeling data science python programming data structure machine learning,/specializations/applied-data-science,False,s12n~gw6NIUimEeiedgp7b7p1Ig
data analysis visualization foundation,IBM,4.739442773241659,27924,Beginner,Specialization,THREE_TO_SIX_MONTHS,data storytelling data visualization big data data visualization software data analysis dashboard ibm cognos analytics statistical analysis data mining apache hadoop tree map excel formula data wrangling apache hive data collection data mart data science microsoft excel data quality data cleansing,/specializations/data-analysis-visualization-foundations,False,s12n~zjWaXRMhEeudwgrn4wF8EQ
applied software engineering fundamental,IBM,4.609548614714124,48185,Beginner,Specialization,THREE_TO_SIX_MONTHS,software development life cycle linux command bash scripting language shell script software architecture development environment git version control system github flask web framework unit testing version control file management engineering software jupyter unix shell software design linux application deployment python programming data structure,/specializations/software-engineering-fundamentals,False,s12n~7ERwSQnXEe23EhLnQryuGw
ibm darden digital strategy,"University of Virginia Darden School Foundation, IBM",4.710094411285947,46075,Beginner,Specialization,THREE_TO_SIX_MONTHS,strategic thinking digital transformation business strategy cloud computing architecture competitive analysis cloud service business transformation cloud security big data cloud platform data analysis statistical analysis cloud computing generative ai apache hadoop product lifecycle management strategic decisionmaking cloud storage chatgpt data science,/specializations/digital-strategy,False,s12n~lEbibxe6EemaCA6FO7suWg
ai foundation everyone,IBM,4.705323247180784,28554,Beginner,Specialization,THREE_TO_SIX_MONTHS,prompt engineering chatgpt generative ai openai workflow management machine learning application deployment large language modeling ibm cloud artificial intelligence program development natural language processing deep learning business process automation automation customer service content creation market_opportunities image analysis data science,/specializations/ai-foundations-for-everyone,False,s12n~5w9v9Jd_EemkYApdOSqZTg
ibm data engineering,IBM,4.612633521236438,59073,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,nosql data warehousing sql apache hadoop extract transform load apache airflow web scraping linux command database design ibm cognos analytics mysql apache spark database administration data store jupyter generative ai professional networking python programming data analysis data science,/professional-certificates/ibm-data-engineer,False,s12n~4ZGJDStjEeupVg7HH9ybXQ
key technology business,IBM,4.686816258242298,101610,Beginner,Specialization,THREE_TO_SIX_MONTHS,cloud computing architecture cloud service cloud security data literacy data mining cloud platform cloud computing generative ai cloud storage infrastructure service iaa software service big data emerging technology cloudnative computing data analysis data science chatgpt natural language processing market_opportunities business,/specializations/key-technologies-for-business,False,s12n~mF13zqpxEeqDdgqb325wdw
introduction finance accounting,University of Pennsylvania,4.627610862342916,13846,Beginner,Specialization,THREE_TO_SIX_MONTHS,financial_statement return investment financial statement analysis financial reporting capital budgeting financial accounting financial modeling working capital balance sheet accrual accounting accounting cash flow income statement finance financial analysis tax planning equity financial planning corporate finance business valuation,/specializations/finance-accounting,False,s12n~XvFLWP2uEeqmKw5GnbMYDw
ai business,University of Pennsylvania,4.736286321757618,1411,Beginner,Specialization,THREE_TO_SIX_MONTHS,ai personalization generative ai data ethic tech data governance big data machine learning personally identifiable information data security governance business strategy human resource organizational strategy customer data management credit risk business transformation artificial intelligence risk management datadriven decisionmaking analytics,/specializations/ai-for-business-wharton,False,s12n~Wh6nmdkOEeuYJQ5ZkEJmKQ
data engineering foundation,IBM,4.616063734369779,56861,Beginner,Specialization,THREE_TO_SIX_MONTHS,sql web scraping database design mysql data transformation data store ibm extract transform load relational database jupyter data architecture data pipeline big data data warehousing data governance database management system database stored procedure python programming data structure,/specializations/data-engineering-foundations,False,s12n~aDZV7StjEeu8FgroulzDIw
ibm ai foundation business,"IBM, IBM",4.692099776776311,94972,Beginner,Specialization,ONE_TO_THREE_MONTHS,data literacy data mining generative ai big data information architecture strategic decisionmaking enterprise architecture cloud computing data analysis data science chatgpt digital transformation data strategy datadriven decisionmaking business strategy business process automation data architecture natural language processing market_opportunities leadership,/specializations/ibm-ai-foundations-for-business,False,s12n~zn_b0Y_lEeqE2Q5NANyNFw
supervised machine learning regression classification,"DeepLearning.AI, Stanford University",4.898526272295296,29042,Beginner,Course,ONE_TO_FOUR_WEEKS,supervised learning jupyter scikit learn machine learning library machine learning numpy predictive modeling feature engineering artificial intelligence classification regression tree cart python programming regression analysis unsupervised learning statistical modeling,/learn/machine-learning,False,course~T7hf5jWeEeuGCBL8_hyTUQ
finance quantitative modeling analyst,University of Pennsylvania,4.532639097293081,16661,Beginner,Specialization,THREE_TO_SIX_MONTHS,return investment financial reporting capital budgeting financial_statement financial modeling mathematical modeling statistical modeling regression analysis business modeling income statement financial analysis risk analysis cash flow business mathematics financial planning corporate finance predictive analytics spreadsheet software google sheet microsoft excel,/specializations/finance-quantitative-modeling-analysts,False,s12n~GM-5z8kaEembiRJiedmGqA
python everybody,University of Michigan,4.816333318933862,277788,Beginner,Specialization,THREE_TO_SIX_MONTHS,web scraping data processing relational database data visualization json database design sql network protocol web service restful api data modeling programming principle application programming interface api database system database management extensible markup language xml data structure data collection computer programming python programming,/specializations/python,False,s12n~F-h1g0w7EeWeOApO_l5R1w
foundation project management,Google,4.862476326005295,95569,Beginner,Course,ONE_TO_FOUR_WEEKS,project management life cycle change management organizational structure project management organizational change program management project closure agile methodology project planning waterfall methodology strategic thinking,/learn/project-management-foundations,False,course~fxgoIcbTEeqZOA5eKDHL-w
foundation data data everywhere,Google,4.80288644460586,115644,Beginner,Course,ONE_TO_FOUR_WEEKS,data ethic data analysis datadriven decisionmaking google sheet spreadsheet software analytical skill data sharing data cleansing data processing data visualization software data visualization sql data management,/learn/foundations-data,False,course~kvb6uMbTEeqZOA5eKDHL-w
ibm data management,"IBM, SkillUp EdTech",4.719397441188609,16961,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,dashboard data storytelling data warehousing sql data governance data visualization data security data migration database design data literacy mysql descriptive statistic extract transform load data store data management relational database database data architecture excel formula business intelligence,/professional-certificates/ibm-data-manager,False,s12n~QQ5c1Vt_TuSo7yidEbTkPw
meta fullstack developer,Meta,4.688556919170547,23630,Beginner,Specialization,THREE_TO_SIX_MONTHS,jest javascript testing framework django web framework version control restful api responsive web design unix command html cs git version control system github relational database object oriented programming oop database management system bootstrap frontend framework reactjs mobile development sql database design api design linux command python programming,/specializations/meta-full-stack-developer,False,s12n~JlxJAk26SC-XRTs8e7k0eQ
meta frontend developer,Meta,4.691510312707918,22545,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,jest javascript testing framework version control uiux research usability testing responsive web design data structure unix command html cs git version control system persona user experience github interaction design user experience design bootstrap frontend framework reactjs mobile development frontend web development algorithm javascript cascading style sheet cs,/professional-certificates/meta-front-end-developer,False,s12n~KPSzVL9AEeyfhAreTccY9Q
generative ai fundamental,IBM,4.713973742363187,7693,Beginner,Specialization,THREE_TO_SIX_MONTHS,prompt engineering generative ai chatgpt openai data ethic large language modeling leadership management business leadership strategic leadership business ethic legal risk ibm cloud tensorflow artificial intelligence program development artificial neural network business development deep learning content creation business transformation,/specializations/generative-ai-for-everyone,False,s12n~dSxE02kGQsOqXAMX5fKCVQ
ibm fullstack javascript developer,IBM,4.578889326506496,7617,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,istio software development life cycle nodejs kubernetes server side mongodb application deployment cicd cloudnative computing react redux nosql software architecture development environment restful api git version control system cascading style sheet cs ajax javascript azure devops engineering software,/professional-certificates/ibm-full-stack-javascript-developer,False,s12n~XZeuiy7pR5qeZeOfWIzqXg
introduction ai,Google,4.870112657388999,1509,Beginner,Course,ONE_TO_FOUR_WEEKS,generative ai artificial intelligence machine learning aiml machine learning software machine learning innovation data quality critical thinking,/learn/google-introduction-to-ai,False,course~unfSix6kEfC5wQ7Ux-t3bw
ibm business analyst,"IBM, SkillUp EdTech",4.731680916150286,12749,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,data storytelling requirement elicitation risk mitigation business analysis business process modeling risk analysis project scoping process optimization data visualization requirement management prompt engineering risk management business requirement stakeholder management work breakdown structure stakeholder engagement excel formula microsoft excel business analytics analysis,/professional-certificates/ibm-business-analyst-professional-certificate,False,s12n~HIn2o-RMQnC791z_YC-7IA
business financial modeling,University of Pennsylvania,4.525771357232033,11214,Beginner,Specialization,THREE_TO_SIX_MONTHS,risk modeling financial_statement probability distribution mathematical modeling statistical modeling portfolio management regression analysis business modeling financial modeling strategic decisionmaking risk management presentation decision_making data visualization microsoft powerpoint predictive modeling investment management spreadsheet software google sheet microsoft excel,/specializations/wharton-business-financial-modeling,False,s12n~kAtEJ53KEeW9ng5xPiEOCQ
generative ai everyone,DeepLearning.AI,4.813509933774834,3775,Beginner,Course,ONE_TO_FOUR_WEEKS,prompt engineering generative ai large language modeling openai artificial intelligence business process automation automation ethical standard conduct machine learning feasibility study cloud application,/learn/generative-ai-for-everyone,False,course~Rr-BeG1UEe6ZoQ5WeLvw3w
ibm business intelligence bi analyst,"IBM, SkillUp EdTech",4.716704114590646,14242,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,dashboard data storytelling data warehousing sql data visualization database design mysql presentation descriptive statistic extract transform load business intelligence data visualization software ibm tableau software excel formula data analysis data cleansing data wrangling data mining data collection,/professional-certificates/bi-analyst,False,s12n~UimQ2YbKSeWCuMARGuQN0g
foundation cybersecurity,Google,4.852937820878494,35060,Beginner,Course,ONE_TO_FOUR_WEEKS,cybersecurity security control cyber attack security management cyber security strategy incident response cyber risk security information event management siem information assurance data ethic network analysis ethical standard conduct,/learn/foundations-of-cybersecurity,False,course~f6gZrWUIEe2piwrmyBNtEQ
ibm java developer,"IBM, SkillUp EdTech",4.648841665215119,5741,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,prompt engineering software development life cycle cloudnative computing hibernate java database design docker software software architecture containerization development environment git version control system github cascading style sheet cs microservices object oriented programming oop restful api java programming engineering software version control database management software design,/professional-certificates/java-developer,False,s12n~8xjb0SjZT32EQ_gU2mscFw
generative ai growth marketing,"Starweaver, IBM",4.7173766513885145,7418,Beginner,Specialization,ONE_TO_THREE_MONTHS,large language modeling artificial intelligence business ethic content creation ibm cloud image analysis virtual environment,/specializations/generative-ai-for-growth-marketing,False,s12n~-wDBzJNFQnOdce1HqXCRXA
generative ai digital marketing,IBM,4.717698154180239,7368,Beginner,Specialization,ONE_TO_THREE_MONTHS,prompt engineering chatgpt generative ai digital advertising email marketing openai digital marketing marketing automation ai personalization marketing analytics advertising campaign marketing marketing strategy content creation keyword research large language modeling social medium marketing artificial intelligence search engine optimization ibm cloud,/specializations/generative-ai-for-digital-marketing,False,s12n~afIdOIqTTXG1hBnSenyrQA
ibm backend javascript developer,IBM,4.596842252340364,7157,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,istio software development life cycle nodejs containerization kubernetes server side mongodb application deployment cloudnative computing nosql software architecture development environment restful api openshift git version control system cascading style sheet cs ajax javascript azure devops engineering software,/professional-certificates/backend-javascript-developer,False,s12n~DwDux8AASFW7gmcmra7jUQ
generative ai business analyst,"IBM, SkillUp EdTech",4.717934782608696,7360,Beginner,Specialization,ONE_TO_THREE_MONTHS,prompt engineering chatgpt generative ai business analysis datadriven decisionmaking data analysis openai artificial intelligence business process automation stakeholder communication business requirement requirement elicitation large language modeling program development workflow management business strategy process optimization content creation ibm cloud image analysis,/specializations/generative-ai-for-business-analysts,False,s12n~b5ZhttC7S3Gby0HOT1xddw
generative ai educator,IBM,4.717992938620315,7364,Beginner,Specialization,ONE_TO_THREE_MONTHS,prompt engineering chatgpt generative ai ai personalization data ethic openai education software technology large language modeling artificial intelligence program development ethical standard conduct content creation information privacy ibm cloud image analysis emerging technology virtual environment diversity awareness data security,/specializations/generative-ai-educators,False,s12n~ETT-SfOeS0u4duHSxRMgkw
ibm io android mobile app developer,"IBM, SkillUp EdTech",4.609706790123455,6480,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,react native prompt engineering software development life cycle flutter software swift programming apple xcode mobile development android studio user centered design android development apple io react redux software architecture development environment git version control system github reactjs cascading style sheet cs android operating system ai personalization,/professional-certificates/ibm-ios-android-mobile-app-developer-pc,False,s12n~-wRN5Od6SduyASmOwkxaUQ
ibm frontend developer,IBM,4.6118352059925085,6675,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,bootstrap frontend framework software development life cycle user centered design cloudnative computing react redux software architecture development environment nosql git version control system github webpack application development mongodb reactjs cascading style sheet cs agile methodology frontend web development browser compatibility html cs engineering software,/professional-certificates/ibm-frontend-developer,False,s12n~Xk5jdSFeTAOktBHrjY0Kdw
financial market,Yale University,4.808361581920904,30975,Beginner,Course,ONE_TO_THREE_MONTHS,investment banking risk management financial market financial regulation financial service finance business risk management security finance financial policy enterprise risk management erm capital market behavioral economics banking corporate finance governance investment insurance underwriting derivative market dynamic,/learn/financial-markets-global,True,course~SgcGB0YOEeemlQrrzf9X-A
meta social medium marketing,Meta,4.822589621110239,21563,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,paid_media social medium marketing social medium management social medium marketing analytics target audience marketing budget social medium strategy social medium campaign instagram content creation campaign management marketing effectiveness marketing performance analysis key performance indicator kpis goal setting presentation brand management digital marketing,/professional-certificates/facebook-social-media-marketing,False,s12n~9kmimrDIEeqxzQqieMm42w
ai agent developer,Vanderbilt University,4.799592889130137,7369,Beginner,Specialization,THREE_TO_SIX_MONTHS,prompt engineering chatgpt generative ai agent generative ai ideation verification validation data validation data presentation productivity ai personalization document management agentic system artificial intelligence personalized service large language modeling openai risk management framework expense management microsoft excel software development,/specializations/ai-agents,False,s12n~AZal18caQfOPCtxczxMkgg
start writing prompt like pro,Google,4.79245283018868,636,Beginner,Course,ONE_TO_FOUR_WEEKS,prompt engineering,/learn/google-start-writing-prompts-like-a-pro,False,course~rxFYXB6iEfC5wQ7Ux-t3bw
ibm isc cybersecurity specialist,"ISC2, IBM",4.672927267285243,13364,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,software development life cycle computing platform network security incident response cloud computing architecture penetration testing computer security incident management cloud service business continuity disaster recovery security control peripheral device configuration management cybersecurity governance cloud security network protocol application security information technology cryptography,/professional-certificates/ibm-isc2-cybersecurity-specialist,False,s12n~-s180RslQ8SG59v5P2kV2g
ibm project manager,"IBM, SkillUp EdTech",4.7416105851488535,8767,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,user story software development life cycle stakeholder engagement project management life cycle resource management peer review agile software development earned value management software architecture development environment stakeholder management agile methodology project risk management project management information technology risk management sprint retrospective interviewing skill leadership communication,/professional-certificates/ibm-it-project-manager,False,s12n~p_qFGiDwSnCcNu7dokKQMQ
intuit academy bookkeeping,Intuit,4.582297803963576,7468,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,reconciliation financial_statement financial statement analysis inventory accounting payroll bookkeeping quickbooks accounting software payroll administration inventory control payroll processing income statement balance sheet depreciation fixed asset payroll tax property accounting accounting software financial analysis sale tax financial accounting,/professional-certificates/intuit-bookkeeping,False,s12n~WcLCtpMeEeuROg5gvar_qw
technical support fundamental,Google,4.826549909810947,160219,Beginner,Course,ONE_TO_THREE_MONTHS,desktop support computer hardware technical support software installation help desk support technical documentation hardware troubleshooting software documentation customer support end user training support computer networking information technology computer architecture technical communication linux microsoft window,/learn/technical-support-fundamentals,False,course~7sBiclFIEeetjQ5ppGVTyA
agentic ai ai agent leader,Vanderbilt University,4.804828823441471,6689,Beginner,Specialization,ONE_TO_THREE_MONTHS,prompt engineering chatgpt generative ai agent generative ai workflow management agentic system productivity artificial intelligence artificial intelligence machine learning aiml ai personalization business process automation personalized service large language modeling automation business transformation expense management creative thinking ingenuity technology strategy productivity software,/specializations/ai-agents-for-leaders,False,s12n~W4Eg6e6LSB-X2Y9MvdsxSg
foundation digital marketing ecommerce,Google,4.826130048493859,28251,Beginner,Course,ONE_TO_FOUR_WEEKS,data storytelling performance measurement search engine marketing content performance analysis datadriven decisionmaking search engine optimization branding web analytics seo business metric marketing strategy technique digital marketing customer engagement customer_experience_strategy digital advertising marketing ecommerce email marketing brand awareness marketing analytics target audience,/learn/foundations-of-digital-marketing-and-e-commerce,False,course~g-0dF3JpEeys9RJMWW48Yw
ai agent agentic ai python powered generative ai,Vanderbilt University,4.809478371501272,6288,Beginner,Specialization,THREE_TO_SIX_MONTHS,prompt engineering chatgpt generative ai agent productivity agentic system generative ai artificial intelligence large language modeling openai creative thinking ingenuity_brainstorming software development tool application development prototyping persona user experience business logic application programming interface api transaction processing interoperability,/specializations/ai-agents-python,False,s12n~m55Ol2pRRCSCIHdXN3uvKQ
generative ai strategic leader,Vanderbilt University,4.804024628322571,6659,Beginner,Specialization,ONE_TO_THREE_MONTHS,prompt engineering chatgpt generative ai agent generative ai workflow management productivity artificial intelligence artificial intelligence machine learning aiml business process automation agentic system strategic decisionmaking business intelligence business leadership datadriven decisionmaking organizational leadership automation strategic planning talent acquisition procurement planning,/specializations/generative-ai-strategic-leader,False,s12n~-2TofyLDQaqp804mElZgOw
ibm scrum master,"IBM, SkillUp EdTech",4.760462475482605,9687,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,user story software development life cycle sprint retrospective agile software development software architecture development environment kanban principle devops backlog engineering software scrum software development information technology agile project management software design computer hardware agile methodology sprint planning leadership risk management communication,/professional-certificates/ibm-it-scrum-master,False,s12n~PcLcxy4QSEyvznUR586XHA
maximize productivity ai tool,Google,4.805084745762712,472,Beginner,Course,ONE_TO_FOUR_WEEKS,business workflow analysis generative ai process optimization productivity software prompt engineering operational efficiency complex problem solving,/learn/google-maximize-productivity-with-ai-tools,False,course~1BZbGR6kEfCpIQr_6QDb7Q
generative ai assistant,Vanderbilt University,4.807899778924097,6785,Beginner,Specialization,ONE_TO_THREE_MONTHS,prompt engineering chatgpt generative ai ideation verification validation data validation productivity ai personalization artificial intelligence personalized service large language modeling risk management framework expense management creative thinking ingenuity productivity software brainstorming data ethic travel arrangement innovation,/specializations/generative-ai-assistants,False,s12n~ux0MaVNwTzWn8jlntVix4A
