title,organization,rating,review_count,difficulty,course_type,duration,skills,url,is_free,language,course_id
IBM Data Science,IBM,4.615297066031598,144446,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Exploratory Data Analysis, Data Wrangling, Dashboard, Data Visualization Software, Data Visualization, SQL, Unsupervised Learning, Plotly, Interactive Data Visualization, Data Transformation, Supervised Learning, Jupyter, Data Analysis, Data Cleansing, Data Manipulation, Data Literacy, Data Mining, Matplotlib, Generative AI, Professional Networking",/professional-certificates/ibm-data-science,False,,s12n~dwzq23ZLEei12goo904QNg
IBM Data Analyst,IBM,4.634533442368939,92936,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Exploratory Data Analysis, Data Storytelling, Data Wrangling, Dashboard, Data Visualization Software, Plotly, Data Visualization, SQL, Generative AI, Interactive Data Visualization, Data Transformation, Data Analysis, Data Cleansing, Jupyter, Big Data, IBM Cognos Analytics, Excel Formulas, Python Programming, Professional Networking, Microsoft Excel",/professional-certificates/ibm-data-analyst,False,,s12n~7qRy6fOWEeqIvgrCa-MVgQ
IBM Generative AI Engineering,IBM,4.644188591542938,88636,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Exploratory Data Analysis, Prompt Engineering, Data Wrangling, Large Language Modeling, Unsupervised Learning, PyTorch (Machine Learning Library), Generative AI, ChatGPT, Keras (Neural Network Library), Data Transformation, Flask (Web Framework), Supervised Learning, Data Analysis, Data Cleansing, Data Manipulation, Unit Testing, Deep Learning, Jupyter, Regression Analysis, Data Import/Export",/professional-certificates/ibm-generative-ai-engineering,False,,s12n~FKdStbCPR16Ga6G64hBdFg
IBM AI Developer,IBM,4.6413529610068505,71192,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Prompt Engineering, Software Development Life Cycle, Large Language Modeling, Software Architecture, ChatGPT, Development Environment, Flask (Web Framework), Generative AI, Cascading Style Sheets (CSS), Unit Testing, Jupyter, Bootstrap (Front-End Framework), Software Design, Software Development Tools, Software Engineering, Responsive Web Design, Python Programming, Engineering Software, Machine Learning, Data Science",/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,False,,s12n~WvWoOoMoEembCA7TjU2XTA
AI in Healthcare,Stanford University,4.720323325635106,2165,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Feature Engineering, Healthcare Ethics, Pharmaceuticals, Data Ethics, Clinical Research, Health Systems, Healthcare Industry Knowledge, Medical Records, Unstructured Data, Health Care, Patient Evaluation, Health Informatics, Data Mining, Clinical Data Management, Statistical Machine Learning, Applied Machine Learning, Electronic Medical Record, Machine Learning, Artificial Intelligence, Health Technology",/specializations/ai-healthcare,False,,s12n~68fXxAJgEeqJHxKP6A-i8w
Data Science Foundations,"University of London, IBM, IBM",4.62096941831378,113532,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Dashboard, Pseudocode, Jupyter, Algorithms, Data Literacy, Data Mining, Pandas (Python Package), Data Visualization Software, Correlation Analysis, Web Scraping, NumPy, Python Programming, Probability & Statistics, Predictive Modeling, Computer Programming Tools, Data Science, Machine Learning Algorithms, Unsupervised Learning, Machine Learning, Project Management",/specializations/data-science-foundations,False,,s12n~peHrosLQQY6iMw-W3HCQzg
IBM Full Stack Software Developer,IBM,4.601036936389317,55934,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Prompt Engineering, Istio, Software Development Life Cycle, Node.JS, Kubernetes, Cloud Computing Architecture, Server Side, Application Deployment, React Redux, Cloud Services, Django (Web Framework), Software Architecture, Object-Relational Mapping, Git (Version Control System), Flask (Web Framework), Full-Stack Web Development, Cascading Style Sheets (CSS), Cloud Computing, Jupyter, Engineering Software",/professional-certificates/ibm-full-stack-cloud-developer,False,,s12n~PaymLStoEeuBuBIWkmAWww
IBM AI Product Manager,"IBM, SkillUp EdTech",4.698552081832592,27764,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Prompt Engineering, Generative AI, New Product Development, Product Management, Product Lifecycle Management, Product Development, Innovation, Product Roadmaps, ChatGPT, Product Planning, Commercialization, Artificial Intelligence, Product Strategy, Project Management Life Cycle, OpenAI, Stakeholder Engagement, Stakeholder Management, Competitive Analysis, Product Testing, Business Development",/professional-certificates/ibm-ai-product-manager,False,,s12n~dVxvpVBzSI2qpyGsH77oMQ
IBM DevOps and Software Engineering,IBM,4.625670283283317,60646,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"User Story, CI/CD, Istio, Open Web Application Security Project (OWASP), Software Development Life Cycle, Continuous Integration, Linux Commands, Kubernetes, Cloud Computing Architecture, Application Deployment, Test Driven Development (TDD), Gherkin (Scripting Language), Jenkins, Git (Version Control System), Flask (Web Framework), DevOps, Jupyter, Grafana, Software Engineering, Application Development",/professional-certificates/devops-and-software-engineering,False,,s12n~kxXLY1kfEey5Tg6Gr7s2bQ
Business Foundations,University of Pennsylvania,4.705890810180688,25735,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Operations Management, Return On Investment, Operational Efficiency, Financial Statements, Financial Statement Analysis, Finance, Human Capital, Go To Market Strategy, Process Analysis, Branding, Process Management, People Management, Financial Reporting, Capital Budgeting, Financial Accounting, Financial Modeling, Marketing, Marketing Planning, Peer Review, Corporate Finance",/specializations/wharton-business-foundations,False,,s12n~AQ719YHLEeWWVhJkLv2LYQ
Data Science Fundamentals with Python and SQL,IBM,4.564620012754044,72134,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Dashboard, SQL, Descriptive Statistics, Jupyter, Statistical Analysis, Data Analysis, Probability Distribution, Pandas (Python Package), Data Visualization Software, Statistics, Data Visualization, Statistical Hypothesis Testing, Databases, Regression Analysis, Stored Procedure, Python Programming, Data Science, Data Structures, Computer Programming Tools, Data Analysis Software",/specializations/data-science-fundamentals-python-sql,False,,s12n~kuGzQBrlEeuKTA7v2iL8uQ
IBM Back-End Development,IBM,4.604353460494875,49386,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Istio, Open Web Application Security Project (OWASP), Software Development Life Cycle, Linux Commands, Kubernetes, Application Deployment, NoSQL, Bash (Scripting Language), MongoDB, Shell Script, Django (Web Framework), Software Architecture, Object-Relational Mapping, Development Environment, Git (Version Control System), Flask (Web Framework), Jupyter, Grafana, Microservices, Python Programming",/professional-certificates/ibm-backend-development,False,,s12n~PfbRUmwSEe25uA4dnx38NQ
Microsoft Power BI Data Analyst,Microsoft,4.6402871065455,7593,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Power BI, Microsoft Excel, Data Analysis, Data Visualization, Data Storage, Data Collection, Data Quality, Business Intelligence, Microsoft Power Platform, Advanced Analytics, Database Design, Statistical Reporting, Statistical Visualization, Analytical Skills, Data Integration, Business Reporting, Data Storage Technologies, SQL, Microsoft SQL Servers, Data Security",/professional-certificates/microsoft-power-bi-data-analyst,False,,s12n~nF9rQ0oBQhy5Bfv-kRFZjg
Introduction to Data Science,IBM,4.633733183180164,99454,Beginner,Specialization,THREE_TO_SIX_MONTHS,"SQL, Jupyter, Data Literacy, Data Mining, Peer Review, Data Modeling, Databases, Stored Procedure, Relational Databases, Database Design, Query Languages, Data Science, Database Management, Big Data, Computer Programming Tools, Data Analysis Software, Data Cleansing, Software Development Tools, Cloud Computing, Python Programming",/specializations/introduction-data-science,False,,s12n~_Fk2Gi3cEeiHghIydZ_0lA
IBM Data Analytics with Excel and R,IBM,4.73211171096346,28896,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Data Storytelling, Interactive Data Visualization, Data Visualization Software, Data Visualization, Shiny (R Package), Data Wrangling, Exploratory Data Analysis, Relational Databases, Big Data, Ggplot2, Database Design, Data Analysis, IBM Cognos Analytics, Data Presentation, Data Mining, Dashboard, Excel Formulas, Data Manipulation, Web Scraping, Microsoft Excel",/professional-certificates/ibm-data-analyst-r-excel,False,,s12n~QQGg65luEeugtw5wj3v7iQ
Applied Data Science,IBM,4.587889842875083,58934,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Exploratory Data Analysis, Data Wrangling, Dashboard, Data Visualization Software, Plotly, Data Visualization, Interactive Data Visualization, Data Transformation, Data Analysis, Data Cleansing, Data Manipulation, Jupyter, Matplotlib, Data Import/Export, Pandas (Python Package), Predictive Modeling, Data Science, Python Programming, Data Structures, Machine Learning",/specializations/applied-data-science,False,,s12n~gw6NIUimEeiedgp7b7p1Ig
Data Analysis and Visualization Foundations,IBM,4.739442773241659,27924,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Data Storytelling, Data Visualization, Big Data, Data Visualization Software, Data Analysis, Dashboard, IBM Cognos Analytics, Statistical Analysis, Data Mining, Apache Hadoop, Tree Maps, Excel Formulas, Data Wrangling, Apache Hive, Data Collection, Data Mart, Data Science, Microsoft Excel, Data Quality, Data Cleansing",/specializations/data-analysis-visualization-foundations,False,,s12n~zjWaXRMhEeudwgrn4wF8EQ
Applied Software Engineering Fundamentals,IBM,4.609548614714124,48185,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Software Development Life Cycle, Linux Commands, Bash (Scripting Language), Shell Script, Software Architecture, Development Environment, Git (Version Control System), GitHub, Flask (Web Framework), Unit Testing, Version Control, File Management, Engineering Software, Jupyter, Unix Shell, Software Design, Linux, Application Deployment, Python Programming, Data Structures",/specializations/software-engineering-fundamentals,False,,s12n~7ERwSQnXEe23EhLnQryuGw
IBM & Darden Digital Strategy,"University of Virginia Darden School Foundation, IBM",4.710094411285947,46075,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Strategic Thinking, Digital Transformation, Business Strategy, Cloud Computing Architecture, Competitive Analysis, Cloud Services, Business Transformation, Cloud Security, Big Data, Cloud Platforms, Data Analysis, Statistical Analysis, Cloud Computing, Generative AI, Apache Hadoop, Product Lifecycle Management, Strategic Decision-Making, Cloud Storage, ChatGPT, Data Science",/specializations/digital-strategy,False,,s12n~lEbibxe6EemaCA6FO7suWg
AI Foundations for Everyone,IBM,4.705323247180784,28554,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Prompt Engineering, ChatGPT, Generative AI, OpenAI, Workflow Management, Machine Learning, Application Deployment, Large Language Modeling, IBM Cloud, Artificial Intelligence, Program Development, Natural Language Processing, Deep Learning, Business Process Automation, Automation, Customer Service, Content Creation, Market Opportunities, Image Analysis, Data Science",/specializations/ai-foundations-for-everyone,False,,s12n~5w9v9Jd_EemkYApdOSqZTg
IBM Data Engineering,IBM,4.612633521236438,59073,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"NoSQL, Data Warehousing, SQL, Apache Hadoop, Extract, Transform, Load, Apache Airflow, Web Scraping, Linux Commands, Database Design, IBM Cognos Analytics, MySQL, Apache Spark, Database Administration, Data Store, Jupyter, Generative AI, Professional Networking, Python Programming, Data Analysis, Data Science",/professional-certificates/ibm-data-engineer,False,,s12n~4ZGJDStjEeupVg7HH9ybXQ
Key Technologies for Business,IBM,4.686816258242298,101610,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Cloud Computing Architecture, Cloud Services, Cloud Security, Data Literacy, Data Mining, Cloud Platforms, Cloud Computing, Generative AI, Cloud Storage, Infrastructure As A Service (IaaS), Software As A Service, Big Data, Emerging Technologies, Cloud-Native Computing, Data Analysis, Data Science, ChatGPT, Natural Language Processing, Market Opportunities, Business",/specializations/key-technologies-for-business,False,,s12n~mF13zqpxEeqDdgqb325wdw
Introduction to Finance and Accounting,University of Pennsylvania,4.627610862342916,13846,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Financial Statements, Return On Investment, Financial Statement Analysis, Financial Reporting, Capital Budgeting, Financial Accounting, Financial Modeling, Working Capital, Balance Sheet, Accrual Accounting, Accounting, Cash Flows, Income Statement, Finance, Financial Analysis, Tax Planning, Equities, Financial Planning, Corporate Finance, Business Valuation",/specializations/finance-accounting,False,,s12n~XvFLWP2uEeqmKw5GnbMYDw
AI For Business,University of Pennsylvania,4.736286321757618,1411,Beginner,Specialization,THREE_TO_SIX_MONTHS,"AI Personalization, Generative AI, Data Ethics, HR Tech, Data Governance, Big Data, Machine Learning, Personally Identifiable Information, Data Security, Governance, Business Strategy, Human Resources, Organizational Strategy, Customer Data Management, Credit Risk, Business Transformation, Artificial Intelligence, Risk Management, Data-Driven Decision-Making, Analytics",/specializations/ai-for-business-wharton,False,,s12n~Wh6nmdkOEeuYJQ5ZkEJmKQ
Data Engineering Foundations,IBM,4.616063734369779,56861,Beginner,Specialization,THREE_TO_SIX_MONTHS,"SQL, Web Scraping, Database Design, MySQL, Data Transformation, Data Store, IBM DB2, Extract, Transform, Load, Relational Databases, Jupyter, Data Architecture, Data Pipelines, Big Data, Data Warehousing, Data Governance, Database Management Systems, Databases, Stored Procedure, Python Programming, Data Structures",/specializations/data-engineering-foundations,False,,s12n~aDZV7StjEeu8FgroulzDIw
IBM AI Foundations for Business,"IBM, IBM",4.692099776776311,94972,Beginner,Specialization,ONE_TO_THREE_MONTHS,"Data Literacy, Data Mining, Generative AI, Big Data, Information Architecture, Strategic Decision-Making, Enterprise Architecture, Cloud Computing, Data Analysis, Data Science, ChatGPT, Digital Transformation, Data Strategy, Data-Driven Decision-Making, Business Strategy, Business Process Automation, Data Architecture, Natural Language Processing, Market Opportunities, Leadership",/specializations/ibm-ai-foundations-for-business,False,,s12n~zn_b0Y_lEeqE2Q5NANyNFw
Supervised Machine Learning: Regression and Classification ,"DeepLearning.AI, Stanford University",4.898526272295296,29042,Beginner,Course,ONE_TO_FOUR_WEEKS,"Supervised Learning, Jupyter, Scikit Learn (Machine Learning Library), Machine Learning, NumPy, Predictive Modeling, Feature Engineering, Artificial Intelligence, Classification And Regression Tree (CART), Python Programming, Regression Analysis, Unsupervised Learning, Statistical Modeling",/learn/machine-learning,False,,course~T7hf5jWeEeuGCBL8_hyTUQ
Finance & Quantitative Modeling for Analysts,University of Pennsylvania,4.532639097293081,16661,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Return On Investment, Financial Reporting, Capital Budgeting, Financial Statements, Financial Modeling, Mathematical Modeling, Statistical Modeling, Regression Analysis, Business Modeling, Income Statement, Financial Analysis, Risk Analysis, Cash Flows, Business Mathematics, Financial Planning, Corporate Finance, Predictive Analytics, Spreadsheet Software, Google Sheets, Microsoft Excel",/specializations/finance-quantitative-modeling-analysts,False,,s12n~GM-5z8kaEembiRJiedmGqA
Python for Everybody,University of Michigan,4.816333318933862,277788,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Web Scraping, Data Processing, Relational Databases, Data Visualization, JSON, Database Design, SQL, Network Protocols, Web Services, Restful API, Data Modeling, Programming Principles, Application Programming Interface (API), Database Systems, Database Management, Extensible Markup Language (XML), Data Structures, Data Collection, Computer Programming, Python Programming",/specializations/python,False,,s12n~F-h1g0w7EeWeOApO_l5R1w
Foundations of Project Management,Google,4.862476326005295,95569,Beginner,Course,ONE_TO_FOUR_WEEKS,"Project Management Life Cycle, Change Management, Organizational Structure, Project Management, Organizational Change, Program Management, Project Closure, Agile Methodology, Project Planning, Waterfall Methodology, Strategic Thinking",/learn/project-management-foundations,False,,course~fxgoIcbTEeqZOA5eKDHL-w
"Foundations: Data, Data, Everywhere",Google,4.80288644460586,115644,Beginner,Course,ONE_TO_FOUR_WEEKS,"Data Ethics, Data Analysis, Data-Driven Decision-Making, Google Sheets, Spreadsheet Software, Analytical Skills, Data Sharing, Data Cleansing, Data Processing, Data Visualization Software, Data Visualization, SQL, Data Management",/learn/foundations-data,False,,course~kvb6uMbTEeqZOA5eKDHL-w
IBM Data Management,"IBM, SkillUp EdTech",4.719397441188609,16961,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Dashboard, Data Storytelling, Data Warehousing, SQL, Data Governance, Data Visualization, Data Security, Data Migration, Database Design, Data Literacy, MySQL, Descriptive Statistics, Extract, Transform, Load, Data Store, Data Management, Relational Databases, Databases, Data Architecture, Excel Formulas, Business Intelligence",/professional-certificates/ibm-data-manager,False,,s12n~QQ5c1Vt_TuSo7yidEbTkPw
Meta Full-Stack Developer,Meta,4.688556919170547,23630,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Jest (JavaScript Testing Framework), Django (Web Framework), Version Control, Restful API, Responsive Web Design, Unix Commands, HTML and CSS, Git (Version Control System), GitHub, Relational Databases, Object Oriented Programming (OOP), Database Management Systems, Bootstrap (Front-End Framework), React.js, Mobile Development, SQL, Database Design, API Design, Linux Commands, Python Programming",/specializations/meta-full-stack-developer,False,,s12n~JlxJAk26SC-XRTs8e7k0eQ
Meta Front-End Developer,Meta,4.691510312707918,22545,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Jest (JavaScript Testing Framework), Version Control, UI/UX Research, Usability Testing, Responsive Web Design, Data Structures, Unix Commands, HTML and CSS, Git (Version Control System), Persona (User Experience), GitHub, Interaction Design, User Experience Design, Bootstrap (Front-End Framework), React.js, Mobile Development, Front-End Web Development, Algorithms, Javascript, Cascading Style Sheets (CSS)",/professional-certificates/meta-front-end-developer,False,,s12n~KPSzVL9AEeyfhAreTccY9Q
Generative AI Fundamentals,IBM,4.713973742363187,7693,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Prompt Engineering, Generative AI, ChatGPT, OpenAI, Data Ethics, Large Language Modeling, Leadership and Management, Business Leadership, Strategic Leadership, Business Ethics, Legal Risk, IBM Cloud, Tensorflow, Artificial Intelligence, Program Development, Artificial Neural Networks, Business Development, Deep Learning, Content Creation, Business Transformation",/specializations/generative-ai-for-everyone,False,,s12n~dSxE02kGQsOqXAMX5fKCVQ
IBM Full-Stack JavaScript Developer,IBM,4.578889326506496,7617,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Istio, Software Development Life Cycle, Node.JS, Kubernetes, Server Side, MongoDB, Application Deployment, CI/CD, Cloud-Native Computing, React Redux, NoSQL, Software Architecture, Development Environment, Restful API, Git (Version Control System), Cascading Style Sheets (CSS), Ajax, Javascript, Azure DevOps, Engineering Software",/professional-certificates/ibm-full-stack-javascript-developer,False,,s12n~XZeuiy7pR5qeZeOfWIzqXg
Introduction to AI,Google,4.870112657388999,1509,Beginner,Course,ONE_TO_FOUR_WEEKS,"Generative AI, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning Software, Machine Learning, Innovation, Data Quality, Critical Thinking",/learn/google-introduction-to-ai,False,,course~unfSix6kEfC5wQ7Ux-t3bw
IBM Business Analyst,"IBM, SkillUp EdTech",4.731680916150286,12749,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Data Storytelling, Requirements Elicitation, Risk Mitigation, Business Analysis, Business Process Modeling, Risk Analysis, Project Scoping, Process Optimization, Data Visualization, Requirements Management, Prompt Engineering, Risk Management, Business Requirements, Stakeholder Management, Work Breakdown Structure, Stakeholder Engagement, Excel Formulas, Microsoft Excel, Business Analytics, Analysis",/professional-certificates/ibm-business-analyst-professional-certificate,False,,s12n~HIn2o-RMQnC791z_YC-7IA
Business and Financial Modeling,University of Pennsylvania,4.525771357232033,11214,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Risk Modeling, Financial Statements, Probability Distribution, Mathematical Modeling, Statistical Modeling, Portfolio Management, Regression Analysis, Business Modeling, Financial Modeling, Strategic Decision-Making, Risk Management, Presentations, Decision Making, Data Visualization, Microsoft PowerPoint, Predictive Modeling, Investment Management, Spreadsheet Software, Google Sheets, Microsoft Excel",/specializations/wharton-business-financial-modeling,False,,s12n~kAtEJ53KEeW9ng5xPiEOCQ
Generative AI for Everyone,DeepLearning.AI,4.813509933774834,3775,Beginner,Course,ONE_TO_FOUR_WEEKS,"Prompt Engineering, Generative AI, Large Language Modeling, OpenAI, Artificial Intelligence, Business Process Automation, Automation, Ethical Standards And Conduct, Machine Learning, Feasibility Studies, Cloud Applications",/learn/generative-ai-for-everyone,False,,course~Rr-BeG1UEe6ZoQ5WeLvw3w
IBM Business Intelligence (BI) Analyst,"IBM, SkillUp EdTech",4.716704114590646,14242,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Dashboard, Data Storytelling, Data Warehousing, SQL, Data Visualization, Database Design, MySQL, Presentations, Descriptive Statistics, Extract, Transform, Load, Business Intelligence, Data Visualization Software, IBM DB2, Tableau Software, Excel Formulas, Data Analysis, Data Cleansing, Data Wrangling, Data Mining, Data Collection",/professional-certificates/bi-analyst,False,,s12n~UimQ2YbKSeWCuMARGuQN0g
Foundations of Cybersecurity,Google,4.852937820878494,35060,Beginner,Course,ONE_TO_FOUR_WEEKS,"Cybersecurity, Security Controls, Cyber Attacks, Security Management, Cyber Security Strategy, Incident Response, Cyber Risk, Security Information and Event Management (SIEM), Information Assurance, Data Ethics, Network Analysis, Ethical Standards And Conduct",/learn/foundations-of-cybersecurity,False,,course~f6gZrWUIEe2piwrmyBNtEQ
IBM Java Developer,"IBM, SkillUp EdTech",4.648841665215119,5741,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Prompt Engineering, Software Development Life Cycle, Cloud-Native Computing, Hibernate (Java), Database Design, Docker (Software), Software Architecture, Containerization, Development Environment, Git (Version Control System), GitHub, Cascading Style Sheets (CSS), Microservices, Object Oriented Programming (OOP), Restful API, Java Programming, Engineering Software, Version Control, Database Management, Software Design",/professional-certificates/java-developer,False,,s12n~8xjb0SjZT32EQ_gU2mscFw
Generative AI for Growth Marketing,"Starweaver, IBM",4.7173766513885145,7418,Beginner,Specialization,ONE_TO_THREE_MONTHS,"Large Language Modeling, Artificial Intelligence, Business Ethics, Content Creation, IBM Cloud, Image Analysis, Virtual Environment",/specializations/generative-ai-for-growth-marketing,False,,s12n~-wDBzJNFQnOdce1HqXCRXA
Generative AI for Digital Marketing,IBM,4.717698154180239,7368,Beginner,Specialization,ONE_TO_THREE_MONTHS,"Prompt Engineering, ChatGPT, Generative AI, Digital Advertising, Email Marketing, OpenAI, Digital Marketing, Marketing Automation, AI Personalization, Marketing Analytics, Advertising Campaigns, Marketing, Marketing Strategies, Content Creation, Keyword Research, Large Language Modeling, Social Media Marketing, Artificial Intelligence, Search Engine Optimization, IBM Cloud",/specializations/generative-ai-for-digital-marketing,False,,s12n~afIdOIqTTXG1hBnSenyrQA
IBM Back-end JavaScript Developer,IBM,4.596842252340364,7157,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Istio, Software Development Life Cycle, Node.JS, Containerization, Kubernetes, Server Side, MongoDB, Application Deployment, Cloud-Native Computing, NoSQL, Software Architecture, Development Environment, Restful API, OpenShift, Git (Version Control System), Cascading Style Sheets (CSS), Ajax, Javascript, Azure DevOps, Engineering Software",/professional-certificates/backend-javascript-developer,False,,s12n~DwDux8AASFW7gmcmra7jUQ
