user_id,course_id,is_click,is_enroll,user_rating,interaction_date
user_4,course~8Ceijel7EeqVIgpj8IJl1w,True,False,,2024-04-16
user_4,s12n~1nIc-B0tRXOPmEyee-pS0w,True,False,,2024-06-11
user_4,s12n~Nv1--xw0SDqc8MCXhwNrtw,True,False,,2024-03-22
user_4,course~hbvvfJLaEeWBSw79YYA_8Q,False,False,,2024-07-15
user_4,course~xE335f6JEeq0xxLJwtWsdQ,False,False,,2024-04-18
user_4,course~oHj8rziZEe-hvAr_8yolJQ,True,False,,2024-04-28
user_4,s12n~raxdLIl_Q7qjf_cgvoc-Eg,False,False,,2024-09-13
user_4,s12n~sbPjQ7drEeiKOw5SJXYV1A,True,True,5.0,2024-05-21
user_4,course~rksrsbD2Ee-NGg6igj04HQ,True,True,4.0,2024-04-23
user_4,s12n~zkV7-RZKEea3nArFC-QKGw,False,False,,2024-02-12
user_4,course~IWNI-HUhEe-CnQ7q4pwsMw,True,False,,2024-12-11
user_4,course~6cqdQSupEeymGhLyu6EGlQ,True,True,2.0,2024-03-16
user_4,course~i7shRkB1Eeu0vw5X4kJARQ,True,False,,2024-07-11
user_4,course~KEFD9MgtEemfZAp9ePwIcA,False,False,,2024-07-31
user_4,course~rYjjjZCKEe63Ww6tPe9iow,True,True,5.0,2024-10-17
user_4,s12n~4N96O5I-QE-q_DFAuEhpZg,True,True,3.0,2024-07-08
user_4,course~SgcGB0YOEeemlQrrzf9X-A,True,True,1.0,2024-08-16
user_4,s12n~jJS1rQQnSCOiASaLKwi5EQ,True,True,1.0,2024-07-11
user_4,s12n~Elh2luF4EeS_FiIAC22KTw,False,False,,2024-10-06
user_4,course~yO1M0Hj6EeWX2xK7ROQidQ,True,False,,2024-07-22
user_4,course~Ek1UCh6lEfCpIQr_6QDb7Q,True,True,3.0,2024-03-29
user_4,course~01MWvUeMEeaeRgqQhMBV5Q,False,False,,2024-10-18
user_4,course~zeI6XJgzEemFZQpjgGktLA,True,True,4.0,2024-08-24
user_4,course~mYs5UAp9Eeuh2QpCvqFzYQ,True,True,1.0,2024-01-24
user_4,course~Q-k30r9JEe-ADgr_3OZlyQ,True,True,2.0,2024-02-07
user_4,s12n~GWIdT4bQEeiFWQrjbTVkyg,True,False,,2024-10-01
user_4,course~E2noIXnEEeqAgA5qAtp8VQ,True,False,,2024-09-11
user_4,course~eV-OTCTuEeWCGRL6mLoB5w,True,True,1.0,2024-12-09
user_4,course~ct7G8DVLEeWfzhKP8GtZlQ,True,True,5.0,2024-01-09
user_4,s12n~KUeTF8VkEeumMBLHmUEnqw,True,False,,2024-06-19
user_4,course~c48-QFO4Ee-JFA5QVkNq4w,True,False,,2024-10-03
user_4,s12n~t6l3z6DNEe22FA6n5qTJ4w,True,False,,2024-12-21
user_4,s12n~Xk5jdSFeTAOktBHrjY0Kdw,True,True,5.0,2024-01-27
user_4,s12n~NvN7YG-tEeWaLg565CxmSw,False,False,,2024-06-20
user_5,s12n~eBVhoHScEeyYUhI6nlNsuQ,True,True,4.0,2024-11-13
user_5,course~I3YEDMSkEeyZlw5yhMZTYQ,True,True,4.0,2024-12-08
user_5,course~4vLX1NAeEeWihQ6ogHC6vQ,True,False,,2024-04-05
user_5,course~0u17FwCkEe-V-Ar_6U5oYw,True,True,3.0,2024-06-07
user_5,course~7DUGHubPEe2wDAr4TXBGnQ,True,False,,2024-01-21
user_5,course~V8j31h_qEe2Psg5YTxx2NQ,False,False,,2024-10-23
user_5,s12n~Zrasx6gnSCKt3RTf45mz9Q,True,True,1.0,2024-08-12
user_5,course~ZCd-QjAMEeeKJxI6bfgV9g,False,False,,2024-08-15
user_5,s12n~b_D1FFq9TXimEWeOnj3ljA,False,False,,2024-05-10
user_5,s12n~2odDE2H5QaivloWLUBduFA,True,True,2.0,2024-10-10
user_5,course~BJXF0TLTEeSasiIACxClrQ,True,False,,2024-06-23
user_5,course~R8T6cD8QEeuWjxL2VTBhwQ,True,False,,2024-04-15
user_5,s12n~W4Eg6e6LSB-X2Y9MvdsxSg,True,False,,2024-10-05
user_5,course~RfJ9I6KTEeWM5RIHOLu8Dw,True,True,1.0,2024-10-30
user_5,course~HuyizibGEfChkRLiydouaQ,True,True,2.0,2024-10-27
user_5,course~-OqlvFXeEeuhCA5K4_4e8w,True,True,1.0,2024-12-20
user_5,course~GGlYeNHJEeq7SQ7kpEztwQ,True,False,,2024-09-20
user_5,course~WkI4wGooEe-o2Qr_2f2M0Q,False,False,,2024-06-15
user_5,course~k50nXYU3Ee-HnxIaoRsVow,True,False,,2024-03-15
user_5,s12n~MmUQ4UMzEeym4xK1ReRVfQ,True,False,,2024-03-11
user_5,course~iHw2uqofEeiD6g6696FGog,False,False,,2024-01-01
user_5,course~TjnGPr-8Ee6Newq-PzDcDw,True,True,5.0,2024-12-20
user_6,s12n~5AkCbn3PSXGPJ6aoloYNbA,True,True,5.0,2024-02-27
user_6,s12n~JjwjXcwISfWWEp208-8XUw,True,True,5.0,2024-11-24
user_6,s12n~95SwSjGJEeypEw4AivOGbw,False,False,,2024-08-20
user_6,s12n~fZQJkImJEeqajAo9_a2lBw,True,False,,2024-09-12
user_6,course~T7hf5jWeEeuGCBL8_hyTUQ,False,False,,2024-01-27
user_6,s12n~-2TofyLDQaqp804mElZgOw,False,False,,2024-05-08
user_6,course~_Qlp8ziAEeWYbg7p2_3OHQ,False,False,,2024-02-26
user_6,s12n~5JLF9IdHEeWmZwryyDkIxQ,False,False,,2024-12-20
user_6,course~Axwi2MCtEeedJRJjt8USWA,True,True,2.0,2024-02-11
user_6,s12n~1lMXZlOIEey4Ig5-2rgXxw,True,False,,2024-07-29
user_6,s12n~s79dbwp_EeyflRJvOlqpKQ,True,True,2.0,2024-10-16
user_6,course~zcWCXlqYEeWp_Q4LJzeiiQ,False,False,,2024-12-03
user_6,course~RZ1S0B0MEeacvQ6cODzg5Q,True,False,,2024-03-02
user_6,s12n~ZwOPfLMgEeW1-RKql4-XpQ,True,True,4.0,2024-12-17
user_6,course~GDQMSxDWEeitFhJL4G-A_g,True,True,1.0,2024-02-12
user_6,course~BsDE8uGHEeaMGQ6ZODtjdg,True,True,2.0,2024-08-22
user_6,course~mYs5UAp9Eeuh2QpCvqFzYQ,True,False,,2024-11-30
user_6,course~O6SzVx2GEeSKwCIACzUCbQ,True,True,2.0,2024-06-02
user_6,course~SN5tm_tBEeScRyIAC3-PxA,False,False,,2024-10-27
user_6,course~LD8hNEdxEeaDoBKORUcroQ,True,False,,2024-05-19
user_6,s12n~HIn2o-RMQnC791z_YC-7IA,False,False,,2024-11-24
user_6,course~cDXfJhBlEei39QrsjEDTBA,False,False,,2024-06-02
user_6,course~oC5XlyT_EeWs4gorU6Q1Yw,True,False,,2024-06-24
user_6,course~iRBJm_LREeSplSIACzYDNg,True,False,,2024-07-07
user_6,s12n~dT7z_DwLTeaRcJ638U4wkg,True,False,,2024-02-01
user_6,s12n~b_vpfZKmEe2Jkg5K4kWy3Q,True,True,4.0,2024-02-22
user_6,s12n~bNw_OXWIQ-iB1WklCwtJ0w,True,True,1.0,2024-12-09
user_6,course~m0fACXB0EeulIxJCZb_vVQ,True,True,5.0,2024-04-18
user_6,course~_OZnMzM1EeaFHgo3JFU79w,False,False,,2024-09-16
user_6,s12n~kgb7HYe7QYuFYDfOYudhwQ,True,False,,2024-11-17
user_6,s12n~peHrosLQQY6iMw-W3HCQzg,False,False,,2024-09-18
user_6,course~KP52Z2s_Ee2CbQqxFqCfMQ,True,False,,2024-01-03
user_6,course~tY8lFA40Ee-0zw71G9qqWw,True,True,2.0,2024-12-10
user_6,course~cDXfJhBlEei39QrsjEDTBA,True,True,4.0,2024-02-12
user_6,course~j6GLzTc0Ee6BFRLuxx0ctw,False,False,,2024-11-02
user_6,s12n~fpgfB6rEEeehUAoZLUjGpg,False,False,,2024-05-14
user_6,course~wyqudWu8EeufExI7Hdi1lQ,True,True,3.0,2024-02-03
user_6,course~aF0NmQC4Eea_zg6oQWTINQ,True,False,,2024-09-04
user_6,course~VpIZgW4lEeenOwpmZ1LH1g,False,False,,2024-08-16
user_6,course~CrTQ-HcpEe24qw7yCbSVjw,True,False,,2024-01-31
user_6,course~xPcHhsEbEeaXORK1gIKLbg,False,False,,2024-08-12
user_6,s12n~tOSiFHwTTP6CzMnPXSTBIw,True,True,1.0,2024-05-24
user_6,course~-7ZymCvBEee6gA5XksfBbg,True,True,2.0,2024-12-08
user_6,course~ebQo-U0EEeuZGAr_TcQGiQ,False,False,,2024-06-12
user_6,s12n~i2ONOVXeEeuKfwqR7UVd4w,True,False,,2024-11-02
user_6,course~a0fzUULWEeWZtA4u62x6lQ,True,False,,2024-04-03
user_6,s12n~DU_1eN4EEemHcw4xLj54bg,False,False,,2024-09-01
user_7,s12n~QVY46CdtRzGOge38WVDDAg,False,False,,2024-02-23
user_7,course~Ol995_nNEeqPcRK1zDoKmw,True,True,4.0,2024-01-03
user_7,s12n~Z6lBAk_lEee97AqCypYrLA,False,False,,2024-02-25
user_7,s12n~HXnoFrwGSlmwkIf4eYFBCQ,True,False,,2024-05-11
user_7,course~hISvYLkPEe633hLyyfBA1Q,False,False,,2024-08-02
user_7,s12n~VDkfhhdTTFOfqXDJDRe70A,True,True,4.0,2024-01-21
user_7,course~PsTsfU0LEeWfzRIay-bDMQ,True,True,4.0,2024-03-05
user_7,course~eWdF_oGHEemfwRIsGCa-_A,True,False,,2024-12-09
user_7,course~KLaT6gDHEe61ehL_R60lVw,True,True,5.0,2024-03-20
user_7,course~qnjhdI7-Ee6xzArT8MnIvQ,True,True,2.0,2024-04-10
user_7,s12n~DLtRkfVeSGyUoWM4pFWfoA,True,True,1.0,2024-11-05
user_7,s12n~wkzxpdx-QQeXGPU5lzijNA,False,False,,2024-08-03
user_7,s12n~WPPnMAv6SCiT0zfVSkIATA,True,True,5.0,2024-10-09
user_7,course~nUm5Ry-iEeWUWxIOAnoaFQ,True,False,,2024-02-01
user_7,course~dVt5vqEeEeiSlApOpDu8Gg,True,True,5.0,2024-10-16
user_7,s12n~lXyKQUpTSeKvQZHVE_bROA,True,False,,2024-10-13
user_7,s12n~goA1EgIaTiyTbXZmpo_Adw,True,True,2.0,2024-03-15
user_7,s12n~gaiPbW9_EeyYUA4D61ikrQ,True,False,,2024-06-26
user_7,course~L8kGsnUDEe-CUA7-5BJkaw,False,False,,2024-07-27
user_7,course~-Eu38u08EeSKeyIACwQXPg,True,True,4.0,2024-05-01
user_7,course~hBmmv1drEeerkQ5vdwUqtA,True,True,5.0,2024-08-16
user_7,course~BwuL5JwaEeigWgp_hi6FmA,False,False,,2024-01-03
user_7,s12n~zn_b0Y_lEeqE2Q5NANyNFw,False,False,,2024-05-14
user_7,course~SsgKoJBPEei4_g6iK7psdg,False,False,,2024-03-22
user_7,course~qeyXSV_uEeiNIQqyU-T6bA,True,False,,2024-12-31
user_7,course~unfSix6kEfC5wQ7Ux-t3bw,False,False,,2024-05-07
user_7,course~7wD6e-TPEeWThQoLOXqDhw,False,False,,2024-07-22
user_7,s12n~KprTCVwuEeeHKw5ZA3aUVA,True,False,,2024-02-24
user_7,course~5mAuak8zEemKoQ4qeYq26g,True,True,1.0,2024-01-10
user_7,s12n~xqSTqaQeEeqK2Q6xUWz2Fw,False,False,,2024-08-18
user_7,s12n~PU9Pcj0UEeu_Yg6ZI0UHjQ,True,False,,2024-03-09
user_7,course~DwsRPN8cEeW_vBIaUVB1Gw,True,False,,2024-04-04
user_7,course~gu_UinUlEe-CnQ7q4pwsMw,True,False,,2024-04-23
user_7,course~CN4C2CQnEeW5Rwo0txKkgQ,True,True,5.0,2024-08-23
user_7,course~FwLlxFfeEeWWpxI8aBTOyQ,True,True,4.0,2024-03-24
user_7,course~5TWYj6aKEeSKZCIACymNCQ,True,True,4.0,2024-08-05
user_7,course~pIODBrinEea7HhLAXRS5cg,False,False,,2024-12-15
user_7,s12n~oyGHLnb0EeaoxxIn6_zz2w,False,False,,2024-01-30
user_7,course~HxW1_n3iEeyRTg6FtAvfBw,False,False,,2024-10-21
user_7,s12n~Z6lBAk_lEee97AqCypYrLA,True,True,3.0,2024-04-01
user_7,course~nEZQiqBbEeWw6Q7sxrDlWQ,True,True,5.0,2024-01-02
user_7,s12n~elzGL0l-EeyHXRKqb0U9Hw,True,False,,2024-08-11
user_7,s12n~jvtbhT9NQhWa5LSvOoLrVg,False,False,,2024-12-14
user_7,s12n~braWpVNFEeqwHhLUcpYjUw,False,False,,2024-10-23
user_8,s12n~Dy6K-2UKEe2PIRJn6nL9pQ,False,False,,2024-05-06
user_8,s12n~WPPnMAv6SCiT0zfVSkIATA,True,False,,2024-07-25
user_8,course~TZa2FifWEeyxgAr51Gjbpw,True,False,,2024-06-16
user_8,course~Ux2WtmBXEemE2Q6eJy4pcg,True,True,1.0,2024-04-27
user_8,course~-Y69EP9dEeSa0SIACyGBQw,True,False,,2024-12-30
user_8,course~V8NsJjfoEe-NSA5zWhNuuw,False,False,,2024-03-01
user_8,course~Hdkvqa-VEeemsBI74hnnzA,False,False,,2024-02-25
user_8,s12n~eXW-IYQyEeeKTg5aqvRgsg,True,False,,2024-08-18
user_8,course~O3t-aJvgEeqovwoNHSIRrQ,False,False,,2024-08-07
user_8,s12n~5gipjD2bTreS6KmHgXsDjA,False,False,,2024-10-03
user_8,course~quF5rVdrEeesGQokJ1NePA,True,False,,2024-06-28
user_8,course~n518dwp9EeuiRg5-nJvwRw,True,True,3.0,2024-09-10
user_8,course~3G1aij8iEeWKOBLv1z6n9w,False,False,,2024-08-01
user_8,course~svzDI2FSEeW6DxKCi866Kw,True,False,,2024-11-25
user_8,course~m9lo_A4AEe-SXg6EFTZuww,True,True,5.0,2024-09-18
user_8,course~-FpKiRmcEem6cA6kboa4Lg,False,False,,2024-06-20
user_8,course~DbsMzp0yEeuqXwpHmVKljw,True,True,5.0,2024-08-21
user_8,course~xS0pKcAFEeeMdgrf69Tp8A,False,False,,2024-12-16
user_8,s12n~oro2HY5DRfGO_t1HZ2Olsw,False,False,,2024-04-07
user_8,s12n~CfdKff91EeuZUwo0DiKPEw,True,True,2.0,2024-09-13
user_8,course~J3nj1lK9Ee6vcBLofv-8JQ,False,False,,2024-10-01
user_8,course~tGbJuel4EeSnMSIACzuFJw,True,False,,2024-06-08
user_8,course~k50nXYU3Ee-HnxIaoRsVow,True,True,5.0,2024-05-06
user_8,course~R6Moq5R5EeqJLQ7R1g895w,True,False,,2024-04-03
user_8,s12n~NyO9ZB6HTj-aXdzqLg_Wfg,True,True,5.0,2024-08-12
user_8,course~Auue1KA-EeS9VCIACyUcdg,True,False,,2024-04-02
user_8,s12n~P9vATaxqQpKfPM3vYkCYjw,True,False,,2024-06-11
user_8,s12n~7pwWaEixSxWKl5VzWNE6Iw,False,False,,2024-05-06
user_8,s12n~Fy4nD4KkEeuMpQp-EX0CJQ,True,False,,2024-08-26
user_8,s12n~2n4hFAnMEeyonwp6saxccQ,False,False,,2024-07-23
user_8,s12n~hJPmbxyxR9KQFwxY9PcAIw,True,False,,2024-02-05
user_8,s12n~ETT-SfOeS0u4duHSxRMgkw,True,True,3.0,2024-10-24
user_8,course~Ek1UCh6lEfCpIQr_6QDb7Q,True,True,1.0,2024-09-09
user_8,s12n~HYLqTC6JT_WgECVgS5exNw,True,True,1.0,2024-04-29
user_8,s12n~_4M35p3hEeW71hJz8qxoWw,True,True,5.0,2024-03-15
user_8,course~oDLfuG6xEe-6xRKldbKQ1w,True,True,2.0,2024-07-31
user_8,course~0MCXHBeLEe-dkgr_5HC_tw,False,False,,2024-07-05
user_8,s12n~DLtRkfVeSGyUoWM4pFWfoA,True,False,,2024-02-28
user_8,course~32Zq6ia1EeyxgAr51Gjbpw,True,True,1.0,2024-04-21
user_8,course~qNfMOifFEe-qLxJFbw2Hbw,True,True,5.0,2024-01-09
user_8,s12n~m5Vok4d3EeuFWg5UspyOyw,True,True,3.0,2024-01-18
user_8,course~LNFPOBsAEfC5wQ7Ux-t3bw,False,False,,2024-09-06
user_8,course~qD3a1ulDEe2idwokHO9n2w,True,False,,2024-11-21
user_8,course~w7trZpkWEeiMeg4E6KSakA,True,False,,2024-06-22
user_8,s12n~0ze2VRAEQL-hrMmGeKPGsw,True,False,,2024-07-31
user_8,s12n~ojCmGDZ2Eeut8hLuCGE6aQ,True,True,5.0,2024-02-09
user_8,course~4fNZwxSQEeu26BKzAkmpSw,True,False,,2024-08-09
user_8,s12n~_u-5WC22EeandQ6BurPvEQ,True,True,1.0,2024-09-10
user_8,s12n~NZgm8rIyTuyAP5c5QvAX8w,True,True,1.0,2024-12-20
user_9,course~PZNTj2DEEeWVEg5QpF1H_w,True,False,,2024-06-01
user_9,course~zn0YnhqsEeW9dA4X94-nLQ,False,False,,2024-09-10
user_9,course~KLaT6gDHEe61ehL_R60lVw,True,True,3.0,2024-04-03
user_9,course~hb2kM-SqEeavJhLJu8-cXg,False,False,,2024-05-05
user_9,s12n~MG7ApqcfEemb8g61m8Jjxg,True,False,,2024-07-04
user_9,s12n~jHspMxHDEe2sEg6b-dPJLw,True,True,4.0,2024-07-07
user_9,s12n~fq9UWMbTEeqpthJ2RmWGow,False,False,,2024-02-15
user_9,course~qbM9LpvmEemA0hKe-F0jpg,False,False,,2024-08-23
user_9,s12n~qzhn9PT2EeSKSCIAC7TI2A,False,False,,2024-04-23
user_9,course~Zhydwp6QEeeD8w6Puv0EuA,False,False,,2024-10-08
user_9,s12n~HgQMd5lwTyqovdDdIW7lnA,True,False,,2024-07-05
user_9,course~1h1TW8f-Ee2EthIjloVnZw,True,False,,2024-11-27
user_9,s12n~LW33ur6XEeeEUBLRzofOfg,True,False,,2024-05-07
user_9,s12n~OXWI6rsDEeiQxw4I5DASgA,True,True,2.0,2024-01-07
user_9,s12n~WdFFUVUeEe2JqRLHEWfRxQ,False,False,,2024-12-16
user_9,course~5mAuak8zEemKoQ4qeYq26g,True,True,3.0,2024-06-06
user_9,course~y6mmi2UIEe21jBLFGcIQ1w,False,False,,2024-09-18
user_9,s12n~kUKYSp3YEey_5BJbeK-dkw,True,False,,2024-05-27
user_9,course~d0bq5PkAEeSBSSIAC7JSBQ,True,True,4.0,2024-11-01
user_9,s12n~2F1xX5-pEeW9BQrf4BmarQ,True,False,,2024-03-31
user_9,s12n~OrcfS-FfR6-zKBM_ibeWrQ,True,False,,2024-03-11
user_9,s12n~h935WVhyEeyJexIV98Jjpw,True,False,,2024-07-29
user_9,course~qLwmkiOZEeadsBKew8xmjQ,True,False,,2024-12-04
user_9,course~C-WALZ3LEeWVBgpelZA5Jw,True,False,,2024-07-12
user_9,s12n~xXfsdRGpSjiad3KpjavPfA,True,False,,2024-11-03
user_9,s12n~4QgKHM-REeupRA6ghdIhRw,False,False,,2024-03-16
user_9,s12n~braWpVNFEeqwHhLUcpYjUw,True,True,1.0,2024-05-21
user_9,course~GixeETxVEeW0tw4knrMo3Q,True,False,,2024-07-19
user_9,s12n~M4XsinhgR_OhcrW7qWAIVw,False,False,,2024-07-20
user_9,course~ssehpGi7EeeKagq8d9KYcg,True,False,,2024-07-18
user_9,course~ZXe0tj_wEfCXXhLR-bLm7w,True,True,4.0,2024-02-08
user_9,course~REmcuLN-Ee669goen0MuGQ,True,False,,2024-09-20
user_9,course~2K-pi_e3Ee2VmA6uZNJ63w,False,False,,2024-03-16
user_9,s12n~5xcDP2tDRXylIi_FVNo7jw,True,False,,2024-09-07
user_9,s12n~Eow9PqLhEeW9iQoTlIxPIw,True,False,,2024-02-02
user_9,s12n~Bg9CLdOzEeiaVA54gOVKZA,True,True,1.0,2024-08-06
user_9,course~Y7GjB55UEeyecw4_xU2sgw,True,True,2.0,2024-10-18
user_9,s12n~30zATD4lEea40Aqx_taOBw,True,True,2.0,2024-09-02
user_9,course~ncl-_2BXEemlLwq5e4U1PA,False,False,,2024-12-07
user_9,s12n~_U5cASTxEemuhAoKFebZeA,True,False,,2024-04-27
user_9,course~A0IYf6jOEeSnlCIAC1EMbw,True,True,2.0,2024-01-15
user_9,course~b75Wh7MYEeWKaQ6n__gsuQ,False,False,,2024-09-29
user_9,s12n~lGQB3TIwReu8lHe8DeFrUQ,False,False,,2024-10-14
user_9,course~QiFNdu3vEe-GKw4xJmSE0Q,True,True,5.0,2024-09-06
user_9,s12n~D6Ap6_7hEeaRogry0hUlXg,True,True,4.0,2024-02-04
user_10,s12n~ZwOPfLMgEeW1-RKql4-XpQ,True,False,,2024-07-12
user_10,s12n~fMbfxQ-sT7yySwOojU7TZw,True,False,,2024-02-06
user_10,s12n~yOtFq2VbEeaGEg4AOwReJQ,True,True,5.0,2024-07-12
user_10,s12n~z7V3k2lpSYuDpotDmZC0Xg,True,False,,2024-09-10
user_10,course~mACxWzK7Ee-YcA77IVc2yQ,True,False,,2024-11-03
user_11,s12n~Mg7xaXoNQvy2wSK78GysRw,True,True,2.0,2024-09-24
user_11,course~64p5NhxlEe-Ojg4Sufxjbw,True,False,,2024-08-13
user_11,s12n~ebC6ALa6Eey9MxK0y2Cstw,True,True,3.0,2024-12-27
user_11,course~bnZNQOlHEe211BJwHi0Wtw,True,True,1.0,2024-11-23
user_11,course~Cn1mUL-pEequ3grJAAca-Q,True,False,,2024-11-16
user_11,course~Ckas6KfpEeS3eyIACw6YLg,True,False,,2024-02-04
user_11,course~ru_BPAp9EeuMRxJm6C8Z2w,True,False,,2024-10-03
user_11,course~afU9lKsEEeqweBJy12yzXw,True,True,5.0,2024-02-07
user_11,course~dtSg7RwSEe-Ojg4Sufxjbw,True,True,4.0,2024-01-14
user_11,s12n~tOSiFHwTTP6CzMnPXSTBIw,True,True,4.0,2024-07-19
user_11,course~coP2hgp-Eeuh2QpCvqFzYQ,True,False,,2024-12-13
user_11,course~0h1ANx6jEfCpIQr_6QDb7Q,True,True,3.0,2024-04-15
user_11,course~bKsbh83AEeu1Ewp6RcNw3w,True,False,,2024-12-24
user_11,course~WNsjlYANEe28gwqsv0YpMw,True,False,,2024-08-03
user_11,s12n~_Psa5V0DEeiCpAqWIh3KHA,False,False,,2024-06-19
user_11,course~8K8NHrfgEea2MQq2IjylnA,True,True,4.0,2024-03-02
user_11,course~0w0JAG9JEeSp0iIAC12Jpw,True,False,,2024-09-08
user_11,course~W-hoIJw3EeWJORITtzkPnQ,False,False,,2024-11-30
user_11,s12n~zMV2jwAsQhK8NQ8VedHQPA,True,False,,2024-05-15
user_11,course~KbAzfZkfEemG9Q7ob3lqoA,False,False,,2024-12-16
user_11,course~LsMF0rxtEei1aQ5Zl9xCuA,True,True,5.0,2024-02-25
user_11,course~3YMpurRPEe2RFw58751QMQ,True,False,,2024-11-08
user_11,course~HjlVBHJLEeys9RJMWW48Yw,False,False,,2024-01-25
user_11,course~Jlb51UBBEe6G8RImwftfnQ,True,True,2.0,2024-07-17
user_11,course~VIIcqc3AEeu0KQ5V9fFcUQ,True,True,5.0,2024-04-06
